FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1DateStart,Season1DateEnd,Season1Time 1,Season1Time 2,Season1Time 3,Season1Time 4,Season1Time 5,Season1Time 6,Season1Time 7,Season1Time 8,Season2DateStart,Season2DateEnd,Season2Time 1,Season2Time 2,Season2Time 3,Season2Time 4,Season2Time 5,Season2Time 6,Season2Time 7,Season2Time 8,Season3DateStart,Season3DateEnd,Season3Time 1,Season3Time 2,Season3Time 3,Season4DateStart,Season4DateEnd,Season4Time 1,Season4Time 2,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1018951,Highway 7 Market,https://highway7market.wixsite.com/manson,https://www.facebook.com/highway7market/,,,,1118 1st Ave,Manson,Calhoun,Iowa,50563,2018-06-04T00:00:00Z,2020-07-10T00:00:00Z,Mon: 11:00 AM-6:00 PM,Tue: 11:00 AM-6:00 PM,Wed: 11:00 AM-6:00 PM,Thu: 11:00 AM-6:00 PM,Fri: 11:00 AM-6:00 PM,Sat: 11:00 AM-6:00 PM,Sun: 11:00 AM-6:00 PM,,,,,,,,,,,,,,,,,,,,,-94.5353089,42.5171234,,Y,N,N,Y,N,-,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,2019-05-02T02:09:46Z
1019688,Hillsboro Farmers Market,http://www.kressfarm.org,,,,,5137 Glade Chapel Road,Hillsboro,Jefferson,Missouri,63050,2019-08-05T00:00:00Z,2019-09-10T00:00:00Z,Wed: 3:30 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.566655,38.232278,,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,2019-02-09T02:26:35Z
1019959,Hillsboro Farmers' Markets - Downtown Hillsboro,https://www.hillsboromarkets.org/,https://www.facebook.com/hillsboromarkets/,https://twitter.com/https://twitter.com/home,,https://www.instagram.com/hillsboromarkets/,1st Ave and NW Lincoln St,Hillsboro,Washington,Oregon,97124,2020-02-05T00:00:00Z,2022-07-10T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.990366,45.524375,,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,2021-03-07T06:04:32Z
1019962,Hillsboro Farmers' Markets - Orenco Station,https://www.hillsboromarkets.org/,https://www.facebook.com/hillsboromarkets/,https://twitter.com/https://twitter.com/HFMkt,,https://www.instagram.com/hillsboromarkets/,6125 NE Cornell Rd,Hillsboro,Washington,Oregon,97124,2020-03-05T00:00:00Z,2020-01-11T00:00:00Z,Sun: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.917552,45.534675,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,2021-03-07T06:15:07Z
1021249,Hillsdale Farmers' Market,http://www.hillsdalefarmersmarket.com,https://www.facebook.com/HillsdaleFM/,https://twitter.com/https://twitter.com/HillsdaleFM,https://www.instagram.com/hillsdalefm/,,1405 SW Vermont St,Portland,Multnomah,Oregon,97219,,,Sun: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-122.692801,45.477581,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,2021-06-12T07:07:06Z
1019669,Hinesville Farmers Market,,https://www.facebook.com/hinesvillefarmersmarket/?ref=aymt_homepage_panel&eid=ARD0szjrieT0U1nAUmLT5Gyh_giCODZ5TaoqN9AkJlW3lxm6eodoZSI-q1j5Dest8KQiuY-mukmFMDXS,,,,"S Commerce St, Hinesville, GA 31313",Hinesville,Liberty,Georgia,31313,2019-07-03T00:00:00Z,2021-07-10T00:00:00Z,Thu: 3:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.595690,31.846772,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2019-05-08T12:01:25Z
1008020,"Hingham Farmers Market, Inc.",http://www.hinghamfarmersmarket.org,https://www.facebook.com/pages/Hingham-Farmers-Market/129956870371803,,,,96 Otis Street,Hingham,Plymouth,Massachusetts,02043,2018-01-05T00:00:00Z,2019-05-11T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.888967,42.247351,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,2020-02-07T04:09:33Z
1005076,Hinsdale Farmers Market,http://www.hinsdalechamber.com,,,,,30 E. Chicago Ave.,Hinsdale,DuPage,Illinois,60521,2023-07-05T00:00:00Z,2023-07-05T00:00:00Z,Mon: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.9286940,41.8036543,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,2021-07-01T11:10:46Z
1019330,Historic Downtown Farmers Market,http://hotspringsfarmermarket.com,facebook.com/hotspringsfarmersmarket,https://twitter.com/twitter.com/hs_farmersmkt,,,121 Orange Street,Hot Springs,Garland,Arkansas,71901,2018-05-05T00:00:00Z,2020-03-10T00:00:00Z,Tue: 4:00 PM-7:00 PM,Sat: 7:00 AM-12:00 PM,,,,,,,2018-03-11T00:00:00Z,2021-03-04T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,-93.050943,34.504886,,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,N,2021-04-01T10:41:53Z
1021208,Historic Downtown Jersey City Farmers Market,https://jcdowntown.org/events/farmers-market,https://www.facebook.com/downtownjcfarmersmarket/,https://twitter.com/https://twitter.com/DowntownHDSID,https://www.youtube.com/user/JCHDSID,Instagram: https://www.instagram.com/hdsid_jc/?hl=en,Grove PATH Plaza,Jersey City,Hudson,New Jersey,,2020-11-05T00:00:00Z,2021-09-12T00:00:00Z,Mon: 4:00 PM-8:00 PM,Thu: 4:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-74.042428,40.719659,,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,N,Y,Y,N,N,N,2020-11-09T05:17:22Z
1010937,Historic Farmers Market of Lapeer LLC,http://www.historicfarmersmarketoflapeer.com,Historic Farmers Market of Lapeer,,,Facebook/Historic Farmers Market of Lapeer,272 N. Court St.,Lapeer,Lapeer,Michigan,48446,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Wed: 9:00 AM-3:00 PM,Sat: 9:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-83.309076,43.053482,,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,2023-01-03T10:06:55Z
1021533,Historic Lafayette Farmers Market,http://www.LafayetteFarmersMarket.com,www.facebook.com/lafayettefarmersmarket,,,www.instagram.com/historiclafayettefarmersmarket,"5th Street, between Ferry and Columbia",Lafayette,Tippecanoe,Indiana,47901,,,Sat: 8:00 AM-12:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.891858,40.418803,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,2022-10-06T12:59:17Z
1021509,Historic Lewes Farmers Market,http://www.historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06T10:53:09Z
1021511,Historic Lewes Farmers Market,http://www.historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,36707 Crooked Hammock Way,Lewes,Sussex,Delaware,19958,2021-02-06T00:00:00Z,2021-02-06T00:00:00Z,Wed: 8:00 AM-11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.150657,38.746394,,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,2021-09-06T11:16:05Z
1021512,Historic Lewes Farmers Market,http://www.historiclewesfarmersmarket.org,https://www.facebook.com/historiclewesfarmersmarket/,,,,Savannah Rd. and Sussex Ave.,Lewes,Sussex,Delaware,19958,2021-02-10T00:00:00Z,2021-02-10T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.147417,38.767703,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,2021-09-06T11:25:36Z
1021516,Historic Lewes Farmers Market,,https://www.facebook.com/historiclewesfarmersmarket,,,https://www.instagram.com/historiclewesfarmersmarket/?hl=en,Dupont and Johnson Avenues,Lewes,Sussex,Delaware,19958,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.147503,38.772404,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2021-10-06T08:41:45Z
1011761,Historic Marion Tailgate Market,,mariontailgatemarket,https://twitter.com/marionevents,marionevents,marionbizassociation,67 West Henderson Street,Marion,McDowell,North Carolina,28752,2018-01-05T00:00:00Z,2018-11-12T00:00:00Z,Tue: 3:00 AM-6:00 PM,Sat: 9:00 AM-12:00 PM,,,,,,,2018-06-11T00:00:00Z,2018-11-12T00:00:00Z,Tue: 3:00 PM-5:30 PM,,,,,,,,,,,,,,,,,-82.0088150,35.6824650,,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,2020-03-07T11:23:31Z
1018972,Historic Newburgh Farmers Market,http://newburghfarmersmarket.org,facebook.com/newburghfarmersmarket,https://twitter.com/marketnewburgh,,Instagram: @newburghfarmersmarket,1 E Water St,Newburgh,Warrick,Indiana,47630,2020-02-05T00:00:00Z,2020-05-09T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.405321,37.944042,,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N,2020-04-02T05:02:18Z
1008980,Holden MO Farmer's Market,,https://www.facebook.com/holdenmarket,,,,101 S Market St.,Holden,Johnson,Missouri,64040,2018-05-05T00:00:00Z,2020-03-10T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.9908869,38.7186566,,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,Y,2019-04-08T10:19:22Z
1021547,Hollidaysburg Farmers Market,,https://www.facebook.com/HollidaysburgFarmersMarket,,,,Montgomery and Allegheny Street (near the Diamond),Hollidaysburg,Blair,Pennsylvania,16648,2021-08-06T00:00:00Z,2021-08-06T00:00:00Z,Tue: 11:00 AM-2:00 PM,,,,,,,,2022-06-06T00:00:00Z,2022-06-06T00:00:00Z,Fri: 5:00 PM-8:00 PM,,,,,,,,2022-04-07T00:00:00Z,2022-04-07T00:00:00Z,Fri: 5:00 PM-8:00 PM,,,2022-08-08T00:00:00Z,2022-08-08T00:00:00Z,Fri: 5:00 PM-8:00 PM,,-78.394591,40.429065,,Y,Y,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,N,2023-01-06T12:00:08Z
1019302,Holly Farmers Market,http://www.hollyfarmersmarket.weebly.com,www.facebook.com/HollyFarmers,,,,Crapo Park,Holly,Oakland,Michigan,48442,2019-12-06T00:00:00Z,2019-02-10T00:00:00Z,Sun: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.625343,42.790600,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y,2018-09-10T11:21:04Z
1018853,Holly Springs Farmers Market,,https://www.facebook.com/hsfarmersmarket/,https://twitter.com/https://twitter.com/HSFarmersMarket,,,300 West Ballentine Street,Holly Springs,Wake,North Carolina,27540,2020-07-11T00:00:00Z,2020-07-11T00:00:00Z,Sat: 9:30 AM-12:00 PM,,,,,,,,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 8:30 AM-12:00 PM,,,,,,,,,,,,,,,,,-78.836190,35.650573,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,2021-06-01T01:12:45Z
1021229,Hollywood Farmers' Market,https://seela.org/markets-hollywood/,,,,https://www.instagram.com/thehfm/,1600 Ivar Ave,Los Angeles,Los Angeles,California,90028,,,Sun: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.328191,34.099639,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,2021-09-09T05:35:34Z
1018458,Home Grown Farm Market,http://homegrownfarmmarket.webs.com,https://www.facebook.com/homegrownfarmmarket,,,,21078 Three Notch Road,Lexington Park,St. Mary's,Maryland,20653,2019-12-03T00:00:00Z,2019-10-12T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,2019-08-06T00:00:00Z,2020-05-08T00:00:00Z,Wed: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,-76.420927,38.247929,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,2020-06-07T07:52:40Z
1007267,Homer Farmers Market,http://www.homerfarmersmarket.org,https://www.facebook.com/homerakfarmersmarket/,,,,Ocean Drive,Homer,Kenai Peninsula,Alaska,99603,2022-06-05T00:00:00Z,2020-01-09T00:00:00Z,Wed: 2:00 PM-5:00 PM,Sat: 10:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-151.512342,59.638109,,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,2021-04-01T01:41:23Z
1009663,Homewood Farmers Market,http://www.homesweethomewood.com,https://www.facebook.com/VillageofHomewood,,,,Martin Ave and Chestnut Rd,Homewood,Cook,Illinois,60430,2021-01-06T00:00:00Z,2020-10-10T00:00:00Z,Sat: 8:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-87.666231,41.562264,,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,2020-10-09T06:22:52Z
1012076,Hood River Farmers Market,http://www.gorgegrown.com,https://www.facebook.com/HoodRiverFarmersMarket,,,@HoodRiverFarmersMarket,5th Street & Columbia Street,Hood River,Hood River,Oregon,,2020-02-05T00:00:00Z,2021-09-11T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.515814,45.710094,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,2020-03-08T01:29:11Z
1019819,Hoodland Farmers Market,,Hoodland Farmers Market,,,Hoodland Farmers Market (Instagram),67212 E. HWY 26,Welches,Clackamas,Oregon,97067,2020-03-05T00:00:00Z,,Sun: 11:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.960918,45.349594,,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,2022-06-03T02:35:21Z
1021372,Hope & Main's Schoolyard Market,https://makefoodyourbusiness.org/markets/,https://www.facebook.com/HopeandMain,https://twitter.com/https://twitter.com/HopeandMain,,https://www.instagram.com/hopemain/,691 Main St,Warren,Bristol,Rhode Island,02885,2022-04-06T00:00:00Z,2022-04-06T00:00:00Z,Wed: 4:00 PM-7:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.282144,41.725161,,Y,N,Y,Y,Y,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,2021-01-03T04:52:48Z
1019781,Hope Street Farmers Market,http://hopestreetmarket.com,https://www.facebook.com/HopeStFarmersMkt,,,https://www.instagram.com/hopestreetmarket,1015 Hope St,Providence,Providence,Rhode Island,02906,2021-01-05T00:00:00Z,2021-01-05T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.356584,41.799956,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,2021-12-01T05:21:39Z
1012041,Hopkins Farmers Winter Market,http://www.hopkinsfarmersmarket.com,www.facebook.com/hopkinsfarmersmarket,,,,33 14th Avenue North,Hopkins,Hennepin,Minnesota,55343,2018-01-06T00:00:00Z,2020-03-10T00:00:00Z,Sat: 9:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-93.417104,44.925619,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,2020-03-07T01:56:21Z
1020100,Hopkinsville-Christian County Downtown Farmers Market,http://www.hopkinsvilleky.us/visitors/historic_hopkinsville/downtown_farmers_market/index.php,https://www.facebook.com/HopkinsvilleDowntownFarmersMarket/,,,,110 W 9th Street,HOPKINSVILLE,Christian,Kentucky,42240,2021-06-04T00:00:00Z,2022-07-10T00:00:00Z,Tue: 7:00 AM-1:00 PM,Sat: 7:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,-87.489438,36.866111,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,2021-06-08T01:06:43Z
1008366,Hopkinton Farmers Market,http://www.hopkintonfarmersmarket.com,https://www.facebook.com/HopkintonFarmersMarket,,,,Main Street and Ash Street,Hopkinton,Middlesex,Massachusetts,01748,2016-12-06T00:00:00Z,2016-12-06T00:00:00Z,Sun: 1:00 PM-5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.517770,42.229299,,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2023-01-01T05:25:09Z
1019313,Hot Springs Farmers Market,,www.facebook.com/soakinlocalfood,,,,c/o Rajni Lerman,Hot Springs,Fall River,South Dakota,57747,,,Fri: 4:00 PM-6:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-103.479082,43.432276,,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2020-05-10T10:12:10Z
1018200,Hub City Farmers' Market,http://Hubcityfm.org,@HubCityFM,https://twitter.com/HubCityFM,,,498 Howard St.,Spartanburg,Spartanburg,South Carolina,29303,2019-06-04T00:00:00Z,2020-02-12T00:00:00Z,Sat: 8:00 AM-12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.9424130,34.9562450,,Y,Y,Y,Y,Y,-,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,2019-09-01T12:41:26Z
1005674,Hudson Farmers Market,http://www.hudsonfarmersmarketny.com,https://www.facebook.com/hudson.markt,,,,Corner of Columbia and Sixth Streets,Hudson,Columbia,New York,12534,2019-01-05T00:00:00Z,2019-01-11T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.7836920,42.2486560,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,2020-02-12T11:16:53Z
1018152,Huguenot-Robious Farmers Market,http://greatbiggreenhouse.com,Huguenot-Robious Farmers Market,,,,2051 Huguenot Road,Richmond,Chesterfield,Virginia,23236,2020-01-01T00:00:00Z,2022-07-12T00:00:00Z,Thu: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.6103980,37.5195160,,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,2020-01-08T12:13:25Z
1019990,Huguenot-Robious Farmers Market @ The Great Big Greenhouse,http://Great Big Greenhouse.com,Huguenot-Robious Farmers Market,,,,2051 Huguenot Road,Richmond,Chesterfield,Virginia,23235,2020-01-01T00:00:00Z,2022-07-12T00:00:00Z,Thu: 10:00 AM-2:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.610901,37.519378,,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,2022-06-07T02:56:51Z
1019056,Hunterdon Land Trust Farmers Market,http://www.hunterdonlandtrust.org,https://www.facebook.com/HunterdonLandTrust,,,,111 Mine Street,Flemington,Hunterdon,New Jersey,08822,2021-01-01T00:00:00Z,2021-01-01T00:00:00Z,Sun: 9:00 AM-1:00 PM,,,,,,,,2018-09-12T00:00:00Z,2018-09-12T00:00:00Z,Sun: 11:00 AM-1:00 PM,,,,,,,,,,,,,,,,,-74.871267,40.505223,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,2023-03-01T11:12:32Z
1010598,Huntingdon Farmers' Market,https://www.huntingdonfarmersmarket.org/,https://www.facebook.com/HuntFarmMarket,,,,842 Penn Street,Huntingdon,Huntingdon,Pennsylvania,16652,2021-06-05T00:00:00Z,2021-06-05T00:00:00Z,Thu: 11:00 AM-3:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.017230,40.485653,,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,2023-02-01T10:44:45Z
1021268,Huntley Farmers Market,http://www.huntley.il.us,https://www.facebook.com/huntleyfarmersmarket,,VILLAGE OF HUNTLEY,,11712 Coral Street,Huntley,McHenry,Illinois,60142,2023-05-05T00:00:00Z,2023-05-05T00:00:00Z,Sat: 8:00 AM-1:00 PM,,,,,,,,2021-09-01T00:00:00Z,2021-09-01T00:00:00Z,Sat: 9:00 AM-1:00 PM,,,,,,,,,,,,,,,,,-88.424435,42.168577,,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,2021-11-01T04:16:02Z
1019586,Hutto Farmers Market,http://www.huttotx.gov,Downtown Huto,https://twitter.com/N/A,N/A,Instagram @dwntwnhutto,208 East Street,Hutto,Williamson,Texas,78634,2019-06-03T00:00:00Z,2021-06-10T00:00:00Z,Wed: 5:00 PM-8:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-97.548336,30.545152,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,2020-02-06T04:36:59Z
1011325,Hyattsville Farmers Market,http://www.hyattsville.org/farmersmarket,www.facebook.com/hyattsville-farmers-market,,,@hyattsville_farmers_market,4310 Gallatin Street,Hyattsville,Prince George's,Maryland,20781,2020-05-05T00:00:00Z,2020-08-09T00:00:00Z,Fri: 4:30 PM-8:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.941854,38.952822,,Y,N,N,Y,Y,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,N,Y,N,Y,N,N,Y,N,N,Y,2021-04-01T02:02:26Z
1019731,Hyde Park Farmers' Market,http://www.HydeParkFarmersMarket.com,https://www.facebook.com/HydeParkFarmersMarket/,,,https://www.instagram.com/hydeparkfarmersmarket/,2700 Erie Avenue,Cincinnati,Hamilton,Ohio,45208,2022-04-05T00:00:00Z,2022-04-05T00:00:00Z,Sun: 9:30 AM-1:00 PM,,,,,,,,2022-11-11T00:00:00Z,2022-11-11T00:00:00Z,Thu: 6:00 PM-8:00 PM,,,,,,,,,,,,,,,,,-84.442330,39.139602,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,2022-08-01T10:23:20Z
